Loan_ID,PC-1,PC-2,PC-3,PC-4,PC-5,PC-6,PC-7,PC-8,PC-9,PC-10,Loan_Status
LP001002,1.84102296460598,-0.050254393905956485,-0.39803539694951706,-0.1342782710516915,-0.8054470229241764,0.011899919569883158,-0.15641502507259472,-0.1266213653359322,-0.19721765672778252,-0.4697116774688687,1
LP001003,-0.7551463138086231,-0.412312286355283,0.2728552095271758,-0.4676182500143305,0.9273719390308524,-0.20890180022253932,-0.33832436230911916,-0.04869919301822298,-0.1133080928461179,0.0228662219692095,0
LP001005,1.7606031893357263,0.0740293808855452,-0.32010456986309593,-0.3370463548464298,-0.7904354014032831,-0.815663018751589,-0.20836121546357805,-0.0710688767554818,0.8856424657222062,-0.131980613869115,1
LP001006,0.009641670715698452,-0.7050316934067453,0.9107448730896031,-0.29899893428953267,-0.9716293255026937,-0.3444365402575167,0.7667876198923689,-0.29288325862337056,-0.06257135198680067,0.14845683976584692,1
LP001008,1.0061024757778974,-0.23949591320887234,-0.6863966260407597,0.7546011689611392,-0.9829664388540678,0.0862393252990549,-0.050821119905669,-0.15623899028519125,-0.250847777033183,-0.4390268670420979,1
LP001011,-2.128645027063323,0.2105085087746487,-0.13854869995192853,-0.0551344262607697,-1.194027090739635,0.13248657082239068,-0.12841230292367928,-0.1824788387488319,0.8234503435142666,-0.18422749543226097,1
LP001013,0.3675521685373001,-0.6016927211415183,0.9339529218902405,-0.5813921429913296,-0.9031893066262856,-0.3934526410238024,0.7323372738090373,-0.2818022568872802,-0.04802227377582791,0.14009846375424748,1
LP001014,-1.9904592051257528,0.850468644149948,-0.39401588058817516,-1.2008053874492457,-0.045148415519309155,0.29172550941510395,-0.08223622128161602,0.8503725343033014,-0.11735319605829417,-0.11553254962718995,0
LP001018,-1.3846298344131607,0.4045888110348491,-0.07809521279983717,-0.651435637300858,-1.069461510502168,0.04128598769059993,-0.21235964187789508,-0.11179707935344697,-0.12910351926888308,-0.02054762097406055,1
LP001020,-2.1969828406697056,-0.7182835383769481,0.25095621056819195,0.6972053804845253,-0.346038447989334,0.02390228688216578,-0.12934796954062075,-0.11200263358556305,-0.1628278518519766,0.0472444183792938,0
LP001024,-0.15764270527406538,0.7218707894563815,0.16861985228737628,-1.783762513131925,-0.8220863162731269,-0.09820214962357489,-0.34846718298076956,-0.07112000479463867,-0.0651742176626412,-0.05718518072659108,1
LP001027,-0.8516635115250439,0.5159802619427797,0.14850634595970486,-1.260629939805925,-0.9528993184125623,0.0010953690761962862,-0.2843457814162795,-0.0922066437961392,-0.0912938313438216,-0.04216625799113941,1
LP001028,-1.8272111477813926,0.22027178184047716,0.14870394133684636,-0.5532624563395785,-1.1346045813614025,0.1455350291454464,-0.19728045409594475,-0.12138895682339369,-0.12561534758806112,-0.02241472724144766,1
LP001029,0.019579396859159947,-1.1045158337911745,0.7313560820146383,-0.11791240485273091,0.9477296312958486,0.42818077856964804,-0.27127994228333946,-0.12331212202306695,-0.17252921398172447,-0.47500894918304537,0
LP001030,1.8312222804776621,3.5304020806060192,2.8012233070476182,-2.2323511176899307,-0.0018870228584025894,-0.11290708113912158,-0.6707592999277509,0.019288182550094884,0.010118033451652112,-0.11560590833297413,1
LP001032,1.161257440365085,-0.20432877859096146,-0.6328098751026331,0.5894189032449757,-0.9499776464352826,0.07242468304547806,-0.07044384905894835,-0.1507350870852483,-0.24088158321217584,-0.4447290874796545,1
LP001034,1.058969501804408,1.4051267055642005,-0.1358763908834899,0.29333371723383833,-0.6158710849658298,0.273547789196838,0.7750772703359744,-0.3857037878442618,-0.25907728170516464,-0.36567467401596543,1
LP001036,1.9042506054082098,-0.07577752481528456,-0.4699870691359403,-0.06450801978615936,-0.8113320635499229,0.6067238350837133,0.006139874758729021,0.8743701077524114,-0.008469489774354008,0.2861608234957384,0
LP001038,0.6649560784497067,-0.40701893065697503,-0.6789782388643912,0.592506035274608,1.035508482421033,-0.7591849589971146,0.7237149186268157,-0.25922305312673544,-0.17929400727138692,0.22285733732457438,0
LP001041,0.018264814576135952,-0.5813060625831897,1.103710817543529,-0.20523772659624612,-1.0066543921180169,-0.31850947051793993,-0.20696208024712348,-0.053681979873442004,-0.055757979201510495,0.0248898582472217,1
LP001043,1.1986989910549921,-0.034888220734454654,-0.4528224330006646,0.1569491651262499,-0.8495585230005308,-0.6862176865203494,1.0512788107034279,0.6853014719870173,-0.10236523354743328,0.12245552795466488,0
LP001046,-1.865292241793553,-0.48886174820239403,0.2386382467976171,0.5662820411838252,-1.2883539262196597,-0.004184464645408436,-0.0797254138858486,-0.12209325858821793,-0.14911608831138592,0.035239949065921455,1
LP001047,-0.03832620899033363,-0.8161149201914936,0.8133191900681388,-0.2873700345245849,0.019749573685194605,-0.30997392721669953,0.947418616542103,0.6884792277662766,-0.04253747524870392,0.09291481755685392,0
LP001050,-1.1087008415944062,0.2582427765062554,0.047047672707839265,-1.2162884179060724,1.0721113273717746,0.035912433091994725,0.799918442189252,0.6659681938170144,-0.08826254842627382,0.03471120667853166,0
LP001052,-0.9423050054532026,-0.36740826378811253,0.38377356033420607,-0.3433012332173133,-0.10219258343886232,-0.13913772311599323,-0.25565888408068704,-0.07232957090459803,-0.10749900369979688,0.015485818560709463,0
LP001066,0.28213106260638077,-0.38172358673537693,-0.8556978967411818,1.1639555910405928,-0.10352820989295093,-0.7114028363219327,-0.09659260806169256,-0.10410158766946383,0.7855036303850534,-0.07057781411848603,1
LP001068,-0.1320251387666598,-0.8895070679185851,0.7904533323589149,-0.15027195567174087,-0.07375390958601136,-0.3603383234450945,-0.24795499793780804,-0.04255749078083349,-0.07451033410912107,0.040827770410866264,1
LP001073,-0.7748638827070036,0.5960865622549137,0.08141780815206057,-1.2757568938020734,-0.8739884157307405,-0.028519807394456947,0.6784656929274873,-0.32767204972943637,-0.10046292367684974,0.08160021179177701,1
LP001086,2.8014495212414006,0.20144535878345024,-0.03028380312088903,-1.217526476945525,-0.5287713870758114,-0.07424687284140932,0.6806764834056331,-0.32865537821392904,-0.1387280561002074,-0.38461261079569703,0
LP001087,-0.7863141554565258,0.23711147284341552,-0.050494699933316255,-0.9619837867296683,0.025087778059947184,1.3278423896859888,-0.368212294773784,-0.1420844500532341,-0.04452359590397083,0.2711837442965443,1
LP001091,-1.2177495789243742,-0.3163035591665818,0.3457354547712544,-0.008601368665008397,-1.1595640645710423,-0.08174581863770486,-0.14906723843321706,-0.10099767640011699,-0.11731991954635536,0.01700807068368832,0
